timestamp,value,is_anomaly_true,seasonal_error,robust_z,anomaly_robust_z,anomaly_isolation_forest,isolation_score
2013-12-02 21:15:00,73.96732207,False,,,False,False,0.4190109803925508
2013-12-02 21:20:00,74.93588199999998,False,,,False,False,0.4213759804893157
2013-12-02 21:25:00,76.12416182,False,,,False,False,0.4191029048333468
2013-12-02 21:30:00,78.14070732,False,,,False,False,0.46513770558092793
2013-12-02 21:35:00,79.32983574,False,,,False,False,0.40484423156498733
2013-12-02 21:40:00,78.71041827,False,,,False,False,0.3969776888240856
2013-12-02 21:45:00,80.26978421,False,,,False,False,0.4182937165074273
2013-12-02 21:50:00,80.27282792,False,,,False,False,0.43777420409643986
2013-12-02 21:55:00,80.35342468,False,,,False,False,0.4186916786770078
2013-12-02 22:00:00,79.48652315,False,,,False,False,0.3951521550867903
2013-12-02 22:05:00,80.78327674,False,,,False,False,0.40365531736222815
2013-12-02 22:10:00,79.50815854,False,,,False,False,0.40694006569845287
2013-12-02 22:15:00,79.30203285,False,,,False,False,0.40979559295172063
2013-12-02 22:20:00,80.80262407,False,,,False,False,0.41579161411323057
2013-12-02 22:25:00,80.37778929,False,,,False,False,0.39176420019327873
2013-12-02 22:30:00,80.47923735,False,,,False,False,0.41706273694246543
2013-12-02 22:35:00,81.42356028,False,,,False,False,0.39215586731293633
2013-12-02 22:40:00,81.37357535,False,,,False,False,0.4224360968599622
2013-12-02 22:45:00,81.69094215,False,,,False,False,0.3936006629606289
2013-12-02 22:50:00,80.18124978,False,,,False,False,0.41855000136981085
2013-12-02 22:55:00,81.76717835,False,,,False,False,0.41372749627855016
2013-12-02 23:00:00,81.25978065,False,,,False,False,0.3887360873273624
2013-12-02 23:05:00,80.30293653,False,,,False,False,0.39495092951967514
2013-12-02 23:10:00,81.11459031,False,,,False,False,0.39628587750364225
2013-12-02 23:15:00,81.74810877,False,,,False,False,0.38809118796036385
2013-12-02 23:20:00,81.99460747,False,,,False,False,0.3991054191116046
2013-12-02 23:25:00,81.2580527,False,,,False,False,0.39428014641150066
2013-12-02 23:30:00,83.11803871,False,,,False,False,0.4305758938332666
2013-12-02 23:35:00,81.24702121,False,,,False,False,0.4463410635867185
2013-12-02 23:40:00,82.73586941,False,,,False,False,0.40872254526440444
2013-12-02 23:45:00,81.72332602,False,,,False,False,0.3947123370191091
2013-12-02 23:50:00,81.56235567,False,,,False,False,0.40998642754382414
2013-12-02 23:55:00,81.43553422,False,,,False,False,0.4185173792427662
2013-12-03 00:00:00,81.90815592,False,,,False,False,0.39174011248844404
2013-12-03 00:05:00,82.45575098,False,,,False,False,0.3871388574133792
2013-12-03 00:10:00,83.02758267,False,,,False,False,0.38354914699147946
2013-12-03 00:15:00,83.36235646,False,,,False,False,0.38774570318967844
2013-12-03 00:20:00,81.88701566,False,,,False,False,0.41665167812393367
2013-12-03 00:25:00,82.88189183,False,,,False,False,0.38842533376720867
2013-12-03 00:30:00,83.57965349,False,,,False,False,0.38159443793161024
2013-12-03 00:35:00,83.76141298,False,,,False,False,0.398558345815125
2013-12-03 00:40:00,82.30991906,False,,,False,False,0.409495011191072
2013-12-03 00:45:00,83.05136903,False,,,False,False,0.38424864902162087
2013-12-03 00:50:00,83.26333638,False,,,False,False,0.39543135011121916
2013-12-03 00:55:00,84.09700706,False,,,False,False,0.38110464662118687
2013-12-03 01:00:00,83.5464428,False,,,False,False,0.38099915174270443
2013-12-03 01:05:00,83.48998999,False,,,False,False,0.4127332377086366
2013-12-03 01:10:00,83.43534304,False,,,False,False,0.41249877563977333
2013-12-03 01:15:00,85.18336642,False,,,False,False,0.4168838655445391
2013-12-03 01:20:00,85.34462435,False,,,False,False,0.39640441024213496
2013-12-03 01:25:00,84.67196172,False,,,False,False,0.378973636834669
2013-12-03 01:30:00,85.30276155,False,,,False,False,0.378288650827352
2013-12-03 01:35:00,84.34921079,False,,,False,False,0.3846556792817713
2013-12-03 01:40:00,84.55584383,False,,,False,False,0.39296773763596893
2013-12-03 01:45:00,83.77113659999998,False,,,False,False,0.3818985271538066
2013-12-03 01:50:00,85.29834063,False,,,False,False,0.4069837271683503
2013-12-03 01:55:00,85.40014591,False,,,False,False,0.40277947462157454
2013-12-03 02:00:00,85.10730255,False,,,False,False,0.3836136079317435
2013-12-03 02:05:00,84.97405668,False,,,False,False,0.3959044263244459
2013-12-03 02:10:00,85.43784202,False,,,False,False,0.381090829105293
2013-12-03 02:15:00,84.83484013,False,,,False,False,0.37960764306523453
2013-12-03 02:20:00,84.94715827,False,,,False,False,0.40049946008465703
2013-12-03 02:25:00,86.16861901,False,,,False,False,0.3862418197153488
2013-12-03 02:30:00,86.37621858,False,,,False,False,0.38889618676084575
2013-12-03 02:35:00,86.3421685,False,,,False,False,0.40783970980885875
2013-12-03 02:40:00,86.61918376,False,,,False,False,0.38410213945741156
2013-12-03 02:45:00,86.30151068,False,,,False,False,0.3802835968737343
2013-12-03 02:50:00,86.57173751,False,,,False,False,0.38490248085708373
2013-12-03 02:55:00,86.48675455,False,,,False,False,0.3976818089029133
2013-12-03 03:00:00,87.52018696,False,,,False,False,0.3817015045164437
2013-12-03 03:05:00,87.00908412,False,,,False,False,0.37501569987667827
2013-12-03 03:10:00,86.96641259,False,,,False,False,0.4057864309698879
2013-12-03 03:15:00,88.62366147,False,,,False,False,0.41314985571167784
2013-12-03 03:20:00,88.59942914,False,,,False,False,0.4117332141731624
2013-12-03 03:25:00,89.44293245,False,,,False,False,0.3781293031216233
2013-12-03 03:30:00,87.98565262,False,,,False,False,0.3975445527630136
2013-12-03 03:35:00,89.75558903,False,,,False,False,0.4245090079086939
2013-12-03 03:40:00,88.80257312,False,,,False,False,0.37989840526092283
2013-12-03 03:45:00,89.7298597,False,,,False,False,0.3817334683547918
